Time (ms),Stress at 0.00 mm (kPa),Stress at 0.22 mm (kPa),Stress at 0.42 mm (kPa),Stress at 0.62 mm (kPa),Stress at 0.81 mm (kPa),Stress at 1.02 mm (kPa),Stress at 1.23 mm (kPa),Stress at 1.42 mm (kPa),Stress at 1.62 mm (kPa),Stress at 1.82 mm (kPa),Stress at 2.02 mm (kPa),Stress at 2.23 mm (kPa),Stress at 2.42 mm (kPa),Stress at 2.62 mm (kPa),Stress at 2.83 mm (kPa),Stress at 3.02 mm (kPa),Stress at 3.22 mm (kPa),Stress at 3.42 mm (kPa),Stress at 3.63 mm (kPa)
313,5.8317555,4.9612143,4.1338126,3.7684242,3.0516218,2.4256706,1.822476,1.4910084,1.0450923,0.83621564,0.50645089,0.4096797,0.21682852,0.16580248,0.029639475,0,0,0,0
314,5.9448448,5.057422,4.2139754,3.8415014,3.1107988,2.4727092,1.8578174,1.519922,1.0653587,0.85243151,0.51627198,0.4176242,0.22103325,0.16901771,0.030214243,0,0,0,0
315,6.0579341,5.1536298,4.2941382,3.9145786,3.1699758,2.5197477,1.8931589,1.5488356,1.0856251,0.86864739,0.52609306,0.4255687,0.22523799,0.17223295,0.030789011,0,0,0,0
316,6.1710234,5.2498376,4.374301,3.9876558,3.2291528,2.5667863,1.9285003,1.5777492,1.1058915,0.88486327,0.53591415,0.4335132,0.22944272,0.17544819,0.03136378,0,0,0,0
317,6.2841127,5.3460453,4.4544639,4.060733,3.2883298,2.6138248,1.9638417,1.6066628,1.1261579,0.90107914,0.54573524,0.4414577,0.23364746,0.17866343,0.031938548,0,0,0,0
318,6.397202,5.4422531,4.5346267,4.1338102,3.3475067,2.6608634,1.9991831,1.6355764,1.1464243,0.91729502,0.55555632,0.4494022,0.23785219,0.18187867,0.032513316,0,0,0,0
319,6.5102912,5.5384609,4.6147895,4.2068874,3.4066837,2.707902,2.0345245,1.66449,1.1666907,0.9335109,0.56537741,0.4573467,0.24205692,0.18509391,0.033088084,0,0,0,0
320,6.6233805,5.6346686,4.6949523,4.2799646,3.4658607,2.7549405,2.069866,1.6934036,1.1869571,0.94972677,0.57519849,0.4652912,0.24626166,0.18830914,0.033662852,0,0,0,0
321,6.7364698,5.7308764,4.7751151,4.3530418,3.5250377,2.8019791,2.1052074,1.7223173,1.2072235,0.96594265,0.58501958,0.4732357,0.25046639,0.19152438,0.03423762,0,0,0,0
322,6.8495591,5.8270842,4.8552779,4.426119,3.5842147,2.8490176,2.1405488,1.7512309,1.2274899,0.98215853,0.59484066,0.4811802,0.25467113,0.19473962,0.034812388,0,0,0,0
323,6.9626484,5.9232919,4.9354407,4.4991962,3.6433917,2.8960562,2.1758902,1.7801445,1.2477564,0.99837441,0.60466175,0.4891247,0.25887586,0.19795486,0.035387156,0,0,0,0
324,7.0757377,6.0194997,5.0156035,4.5722734,3.7025687,2.9430947,2.2112316,1.8090581,1.2680228,1.0145903,0.61448283,0.4970692,0.2630806,0.2011701,0.035961924,0,0,0,0
325,7.188827,6.1157075,5.0957663,4.6453506,3.7617457,2.9901333,2.2465731,1.8379717,1.2882892,1.0308062,0.62430392,0.5050137,0.26728533,0.20438534,0.036536692,0,0,0,0
326,7.3019162,6.2119153,5.1759292,4.7184279,3.8209226,3.0371719,2.2819145,1.8668853,1.3085556,1.047022,0.63412501,0.5129582,0.27149006,0.20760057,0.037111461,0,0,0,0
327,7.4150055,6.308123,5.256092,4.7915051,3.8800996,3.0842104,2.3172559,1.8957989,1.328822,1.0632379,0.64394609,0.5209027,0.2756948,0.21081581,0.037686229,0,0,0,0
328,7.5280948,6.4043308,5.3362548,4.8645823,3.9392766,3.131249,2.3525973,1.9247125,1.3490884,1.0794538,0.65376718,0.5288472,0.27989953,0.21403105,0.038260997,0,0,0,0
329,7.6411841,6.5005386,5.4164176,4.9376595,3.9984536,3.1782875,2.3879387,1.9536261,1.3693548,1.0956697,0.66358826,0.53679171,0.28410427,0.21724629,0.038835765,0,0,0,0
330,7.7542734,6.5967463,5.4965804,5.0107367,4.0576306,3.2253261,2.4232801,1.9825397,1.3896212,1.1118855,0.67340935,0.54473621,0.288309,0.22046153,0.039410533,0,0,0,0
331,7.8673627,6.6929541,5.5767432,5.0838139,4.1168076,3.2723646,2.4586216,2.0114533,1.4098876,1.1281014,0.68323043,0.55268071,0.29251373,0.22367677,0.039985301,0,0,0,0
332,7.980452,6.7891619,5.656906,5.1568911,4.1759846,3.3194032,2.493963,2.0403669,1.430154,1.1443173,0.69305152,0.56062521,0.29671847,0.226892,0.040560069,0,0,0,0
333,8.0935412,6.8853696,5.7370688,5.2299683,4.2351616,3.3664417,2.5293044,2.0692805,1.4504204,1.1605332,0.7028726,0.56856971,0.3009232,0.23010724,0.041134837,0,0,0,0
334,8.2066305,6.9815774,5.8172316,5.3030455,4.2943386,3.4134803,2.5646458,2.0981941,1.4706868,1.1767491,0.71269369,0.57651421,0.30512794,0.23332248,0.041709605,0,0,0,0
335,8.3197198,7.0777852,5.8973945,5.3761227,4.3535155,3.4605189,2.5999872,2.1271077,1.4909532,1.1929649,0.72251477,0.58445871,0.30933267,0.23653772,0.042284374,0,0,0,0
336,8.4328091,7.1739929,5.9775573,5.4491999,4.4126925,3.5075574,2.6353287,2.1560213,1.5112197,1.2091808,0.73233586,0.59240321,0.31353741,0.23975296,0.042859142,0,0,0,0
337,8.5458984,7.2702007,6.0577201,5.5222771,4.4718695,3.554596,2.6706701,2.1849349,1.5314861,1.2253967,0.74215695,0.60034771,0.31774214,0.2429682,0.04343391,0,0,0,0
338,8.6589877,7.3664085,6.1378829,5.5953543,4.5310465,3.6016345,2.7060115,2.2138485,1.5517525,1.2416126,0.75197803,0.60829221,0.32194687,0.24618343,0.044008678,0,0,0,0
339,8.772077,7.4626162,6.2180457,5.6684315,4.5902235,3.6486731,2.7413529,2.2427621,1.5720189,1.2578284,0.76179912,0.61623671,0.32615161,0.24939867,0.044583446,0,0,0,0
340,8.8851663,7.558824,6.2982085,5.7415087,4.6494005,3.6957116,2.7766943,2.2716758,1.5922853,1.2740443,0.7716202,0.62418121,0.33035634,0.25261391,0.045158214,0,0,0,0
341,8.9982555,7.6550318,6.3783713,5.8145859,4.7085775,3.7427502,2.8120357,2.3005894,1.6125517,1.2902602,0.78144129,0.63212571,0.33456108,0.25582915,0.045732982,0,0,0,0
342,9.1113448,7.7512395,6.4585341,5.8876631,4.7677545,3.7897888,2.8473772,2.329503,1.6328181,1.3064761,0.79126237,0.64007021,0.33876581,0.25904439,0.04630775,0,0,0,0
343,9.2244341,7.8474473,6.5386969,5.9607404,4.8269315,3.8368273,2.8827186,2.3584166,1.6530845,1.3226919,0.80108346,0.64801471,0.34297055,0.26225963,0.046882518,0,0,0,0
344,9.3375497,7.9436774,6.6188784,6.0338345,4.8861222,3.8838768,2.9180682,2.3873369,1.6733556,1.3389116,0.81090683,0.65596106,0.34717626,0.26547561,0.04745742,0,0,0,0
345,9.6420133,8.2026919,6.834696,6.230576,5.0454409,4.0105159,3.0132158,2.4651793,1.7279177,1.3825686,0.83734756,0.67734957,0.35849642,0.27413181,0.049004834,0,0,0,0
346,9.9464769,8.4617064,7.0505136,6.4273175,5.2047596,4.1371551,3.1083635,2.5430217,1.7824797,1.4262257,0.86378829,0.69873808,0.36981657,0.282788,0.050552249,0,0,0,0
347,10.250941,8.720721,7.2663312,6.6240589,5.3640784,4.2637942,3.2035111,2.6208641,1.8370418,1.4698827,0.89022902,0.72012659,0.38113673,0.2914442,0.052099663,0,0,0,0
348,10.555404,8.9797355,7.4821489,6.8208004,5.5233971,4.3904333,3.2986587,2.6987065,1.8916039,1.5135398,0.91666975,0.7415151,0.39245689,0.3001004,0.053647077,0,0,0,0
349,10.859868,9.23875,7.6979665,7.0175418,5.6827158,4.5170725,3.3938063,2.7765489,1.9461659,1.5571968,0.94311048,0.76290361,0.40377705,0.30875659,0.055194492,0,0,0,0
350,11.164331,9.4977645,7.9137841,7.2142833,5.8420345,4.6437116,3.4889539,2.8543913,2.000728,1.6008539,0.96955121,0.78429212,0.41509721,0.31741279,0.056741906,0,0,0,0
351,11.468795,9.756779,8.1296017,7.4110248,6.0013533,4.7703507,3.5841016,2.9322337,2.05529,1.6445109,0.99599194,0.80568064,0.42641737,0.32606899,0.058289321,0,0,0,0
352,11.773259,10.015794,8.3454193,7.6077662,6.160672,4.8969899,3.6792492,3.0100761,2.1098521,1.688168,1.0224327,0.82706915,0.43773753,0.33472519,0.059836735,0,0,0,0
353,12.077722,10.274808,8.5612369,7.8045077,6.3199907,5.023629,3.7743968,3.0879185,2.1644142,1.731825,1.0488734,0.84845766,0.44905768,0.34338138,0.061384149,0,0,0,0
354,12.382186,10.533823,8.7770546,8.0012491,6.4793094,5.1502682,3.8695444,3.1657609,2.2189762,1.7754821,1.0753141,0.86984617,0.46037784,0.35203758,0.062931564,0,0,0,0
355,12.68665,10.792837,8.9928722,8.1979906,6.6386281,5.2769073,3.964692,3.2436033,2.2735383,1.8191391,1.1017549,0.89123468,0.471698,0.36069378,0.064478978,0,0,0,0
356,12.991113,11.051852,9.2086898,8.3947321,6.7979469,5.4035464,4.0598397,3.3214457,2.3281003,1.8627962,1.1281956,0.91262319,0.48301816,0.36934997,0.066026392,0,0,0,0
357,13.295577,11.310866,9.4245074,8.5914735,6.9572656,5.5301856,4.1549873,3.3992881,2.3826624,1.9064532,1.1546363,0.9340117,0.49433832,0.37800617,0.067573807,0,0,0,0
358,13.60004,11.569881,9.640325,8.788215,7.1165843,5.6568247,4.2501349,3.4771305,2.4372244,1.9501103,1.1810771,0.95540021,0.50565848,0.38666237,0.069121221,0,0,0,0
359,13.904504,11.828895,9.8561427,8.9849565,7.275903,5.7834638,4.3452825,3.5549729,2.4917865,1.9937673,1.2075178,0.97678872,0.51697864,0.39531856,0.070668635,0,0,0,0
360,14.208968,12.08791,10.07196,9.1816979,7.4352218,5.910103,4.4404302,3.6328153,2.5463486,2.0374244,1.2339585,0.99817723,0.5282988,0.40397476,0.07221605,0,0,0,0
361,14.513431,12.346924,10.287778,9.3784394,7.5945405,6.0367421,4.5355778,3.7106577,2.6009106,2.0810815,1.2603992,1.0195657,0.53961895,0.41263096,0.073763464,0,0,0,0
362,14.817895,12.605939,10.503596,9.5751808,7.7538592,6.1633812,4.6307254,3.7885,2.6554727,2.1247385,1.28684,1.0409543,0.55093911,0.42128715,0.075310878,0,0,0,0
363,15.122359,12.864953,10.719413,9.7719223,7.9131779,6.2900204,4.725873,3.8663424,2.7100347,2.1683956,1.3132807,1.0623428,0.56225927,0.42994335,0.076858293,0,0,0,0
364,15.426822,13.123968,10.935231,9.9686638,8.0724967,6.4166595,4.8210206,3.9441848,2.7645968,2.2120526,1.3397214,1.0837313,0.57357943,0.43859955,0.078405707,0,0,0,0
365,15.731286,13.382982,11.151048,10.165405,8.2318154,6.5432986,4.9161683,4.0220272,2.8191589,2.2557097,1.3661622,1.1051198,0.58489959,0.44725574,0.079953121,0,0,0,0
366,16.03575,13.641997,11.366866,10.362147,8.3911341,6.6699378,5.0113159,4.0998696,2.8737209,2.2993667,1.3926029,1.1265083,0.59621975,0.45591194,0.081500536,0,0,0,0
367,16.340213,13.901011,11.582684,10.558888,8.5504528,6.7965769,5.1064635,4.177712,2.928283,2.3430238,1.4190436,1.1478968,0.60753991,0.46456814,0.08304795,0,0,0,0
368,16.644677,14.160026,11.798501,10.75563,8.7097716,6.9232161,5.2016111,4.2555544,2.982845,2.3866808,1.4454844,1.1692853,0.61886006,0.47322433,0.084595364,0,0,0,0
369,16.94914,14.41904,12.014319,10.952371,8.8690903,7.0498552,5.2967587,4.3333968,3.0374071,2.4303379,1.4719251,1.1906738,0.63018022,0.48188053,0.086142779,0,0,0,0
370,17.253604,14.678055,12.230136,11.149113,9.028409,7.1764943,5.3919064,4.4112392,3.0919691,2.4739949,1.4983658,1.2120623,0.64150038,0.49053673,0.087690193,0,0,0,0
371,17.558068,14.937069,12.445954,11.345854,9.1877277,7.3031335,5.487054,4.4890816,3.1465312,2.517652,1.5248066,1.2334509,0.65282054,0.49919292,0.089237607,0,0,0,0
372,17.862531,15.196084,12.661772,11.542595,9.3470464,7.4297726,5.5822016,4.566924,3.2010933,2.561309,1.5512473,1.2548394,0.6641407,0.50784912,0.090785022,0,0,0,0
373,18.166995,15.455098,12.877589,11.739337,9.5063652,7.5564117,5.6773492,4.6447664,3.2556553,2.6049661,1.577688,1.2762279,0.67546086,0.51650532,0.092332436,0,0,0,0
374,18.471459,15.714113,13.093407,11.936078,9.6656839,7.6830509,5.7724969,4.7226088,3.3102174,2.6486231,1.6041287,1.2976164,0.68678102,0.52516152,0.09387985,0,0,0,0
375,18.775922,15.973127,13.309225,12.13282,9.8250026,7.80969,5.8676445,4.8004512,3.3647794,2.6922802,1.6305695,1.3190049,0.69810117,0.53381771,0.095427265,0,0,0,0
376,19.080386,16.232142,13.525042,12.329561,9.9843213,7.9363291,5.9627921,4.8782936,3.4193415,2.7359372,1.6570102,1.3403934,0.70942133,0.54247391,0.096974679,0,0,0,0
377,19.384849,16.491156,13.74086,12.526303,10.14364,8.0629683,6.0579397,4.956136,3.4739036,2.7795943,1.6834509,1.3617819,0.72074149,0.55113011,0.098522094,0,0,0,0
378,19.689313,16.750171,13.956677,12.723044,10.302959,8.1896074,6.1530873,5.0339784,3.5284656,2.8232513,1.7098917,1.3831704,0.73206165,0.5597863,0.10006951,0,0,0,0
379,19.993777,17.009185,14.172495,12.919786,10.462278,8.3162466,6.248235,5.1118208,3.5830277,2.8669084,1.7363324,1.4045589,0.74338181,0.5684425,0.10161692,0,0,0,0
380,20.29824,17.2682,14.388313,13.116527,10.621596,8.4428857,6.3433826,5.1896632,3.6375897,2.9105654,1.7627731,1.4259475,0.75470197,0.5770987,0.10316434,0,0,0,0
381,20.602704,17.527214,14.60413,13.313269,10.780915,8.5695248,6.4385302,5.2675056,3.6921518,2.9542225,1.7892139,1.447336,0.76602213,0.58575489,0.10471175,0,0,0,0
382,20.907168,17.786229,14.819948,13.51001,10.940234,8.696164,6.5336778,5.345348,3.7467138,2.9978795,1.8156546,1.4687245,0.77734228,0.59441109,0.10625917,0,0,0,0
383,21.211631,18.045243,15.035765,13.706752,11.099552,8.8228031,6.6288254,5.4231904,3.8012759,3.0415366,1.8420953,1.490113,0.78866244,0.60306729,0.10780658,0,0,0,0
384,21.516095,18.304258,15.251583,13.903493,11.258871,8.9494422,6.7239731,5.5010328,3.855838,3.0851936,1.8685361,1.5115015,0.7999826,0.61172348,0.10935399,0,0,0,0
385,21.820558,18.563272,15.467401,14.100234,11.41819,9.0760814,6.8191207,5.5788752,3.9104,3.1288507,1.8949768,1.53289,0.81130276,0.62037968,0.11090141,0,0,0,0
386,22.125022,18.822287,15.683218,14.296976,11.577509,9.2027205,6.9142683,5.6567176,3.9649621,3.1725077,1.9214175,1.5542785,0.82262292,0.62903588,0.11244882,0,0,0,0
387,22.429486,19.081301,15.899036,14.493717,11.736827,9.3293596,7.0094159,5.73456,4.0195241,3.2161648,1.9478582,1.575667,0.83394308,0.63769207,0.11399624,0,0,0,0
388,22.733949,19.340316,16.114854,14.690459,11.896146,9.4559988,7.1045635,5.8124024,4.0740862,3.2598218,1.974299,1.5970555,0.84526324,0.64634827,0.11554365,0,0,0,0
389,23.038413,19.59933,16.330671,14.8872,12.055465,9.5826379,7.1997112,5.8902448,4.1286482,3.3034789,2.0007397,1.6184441,0.85658339,0.65500447,0.11709107,0,0,0,0
390,23.342877,19.858345,16.546489,15.083942,12.214783,9.709277,7.2948588,5.9680872,4.1832103,3.3471359,2.0271804,1.6398326,0.86790355,0.66366066,0.11863848,0,0,0,0
391,23.64734,20.117359,16.762306,15.280683,12.374102,9.8359162,7.3900064,6.0459296,4.2377724,3.390793,2.0536212,1.6612211,0.87922371,0.67231686,0.12018589,0,0,0,0
392,23.951804,20.376374,16.978124,15.477425,12.533421,9.9625553,7.485154,6.123772,4.2923344,3.43445,2.0800619,1.6826096,0.89054387,0.68097306,0.12173331,0,0,0,0
393,24.256267,20.635388,17.193942,15.674166,12.69274,10.089194,7.5803017,6.2016144,4.3468965,3.4781071,2.1065026,1.7039981,0.90186403,0.68962925,0.12328072,0,0,0,0
394,24.560731,20.894403,17.409759,15.870908,12.852058,10.215834,7.6754493,6.2794568,4.4014585,3.5217641,2.1329434,1.7253866,0.91318419,0.69828545,0.12482814,0,0,0,0
395,24.865195,21.153417,17.625577,16.067649,13.011377,10.342473,7.7705969,6.3572992,4.4560206,3.5654212,2.1593841,1.7467751,0.92450435,0.70694165,0.12637555,0,0,0,0
396,25.169658,21.412432,17.841395,16.26439,13.170696,10.469112,7.8657445,6.4351416,4.5105827,3.6090782,2.1858248,1.7681636,0.9358245,0.71559784,0.12792297,0,0,0,0
397,25.474122,21.671446,18.057212,16.461132,13.330015,10.595751,7.9608921,6.512984,4.5651447,3.6527353,2.2122655,1.7895521,0.94714466,0.72425404,0.12947038,0,0,0,0
398,25.778586,21.930461,18.27303,16.657873,13.489333,10.72239,8.0560398,6.5908264,4.6197068,3.6963923,2.2387063,1.8109407,0.95846482,0.73291024,0.13101779,0,0,0,0
399,26.083049,22.189475,18.488847,16.854615,13.648652,10.849029,8.1511874,6.6686688,4.6742688,3.7400494,2.265147,1.8323292,0.96978498,0.74156644,0.13256521,0,0,0,0
400,26.387513,22.44849,18.704665,17.051356,13.807971,10.975668,8.246335,6.7465112,4.7288309,3.7837064,2.2915877,1.8537177,0.98110514,0.75022263,0.13411262,0,0,0,0
401,26.691977,22.707505,18.920483,17.248098,13.967289,11.102308,8.3414826,6.8243536,4.7833929,3.8273635,2.3180285,1.8751062,0.9924253,0.75887883,0.13566004,0,0,0,0
402,26.99644,22.966519,19.1363,17.444839,14.126608,11.228947,8.4366302,6.9021959,4.837955,3.8710205,2.3444692,1.8964947,1.0037455,0.76753503,0.13720745,0,0,0,0
403,27.300904,23.225534,19.352118,17.641581,14.285927,11.355586,8.5317779,6.9800383,4.8925171,3.9146776,2.3709099,1.9178832,1.0150656,0.77619122,0.13875487,0,0,0,0
404,27.605367,23.484548,19.567935,17.838322,14.445246,11.482225,8.6269255,7.0578807,4.9470791,3.9583346,2.3973507,1.9392717,1.0263858,0.78484742,0.14030228,0,0,0,0
405,27.909831,23.743563,19.783753,18.035064,14.604564,11.608864,8.7220731,7.1357231,5.0016412,4.0019917,2.4237914,1.9606602,1.0377059,0.79350362,0.1418497,0,0,0,0
406,28.214295,24.002577,19.999571,18.231805,14.763883,11.735503,8.8172207,7.2135655,5.0562032,4.0456487,2.4502321,1.9820487,1.0490261,0.80215981,0.14339711,0,0,0,0
407,28.518758,24.261592,20.215388,18.428547,14.923202,11.862142,8.9123683,7.2914079,5.1107653,4.0893058,2.4766729,2.0034373,1.0603462,0.81081601,0.14494452,0,0,0,0
408,28.823222,24.520606,20.431206,18.625288,15.08252,11.988781,9.007516,7.3692503,5.1653274,4.1329628,2.5031136,2.0248258,1.0716664,0.81947221,0.14649194,0,0,0,0
409,29.127686,24.779621,20.647024,18.822029,15.241839,12.115421,9.1026636,7.4470927,5.2198894,4.1766199,2.5295543,2.0462143,1.0829866,0.8281284,0.14803935,0,0,0,0
410,29.432149,25.038635,20.862841,19.018771,15.401158,12.24206,9.1978112,7.5249351,5.2744515,4.2202769,2.555995,2.0676028,1.0943067,0.8367846,0.14958677,0,0,0,0
411,29.736613,25.29765,21.078659,19.215512,15.560477,12.368699,9.2929588,7.6027775,5.3290135,4.263934,2.5824358,2.0889913,1.1056269,0.8454408,0.15113418,0,0,0,0
412,30.041076,25.556664,21.294476,19.412254,15.719795,12.495338,9.3881065,7.6806199,5.3835756,4.307591,2.6088765,2.1103798,1.116947,0.85409699,0.1526816,0,0,0,0
413,30.34554,25.815679,21.510294,19.608995,15.879114,12.621977,9.4832541,7.7584623,5.4381376,4.3512481,2.6353172,2.1317683,1.1282672,0.86275319,0.15422901,0,0,0,0
414,30.650004,26.074693,21.726112,19.805737,16.038433,12.748616,9.5784017,7.8363047,5.4926997,4.3949051,2.661758,2.1531568,1.1395874,0.87140939,0.15577642,0,0,0,0
415,30.954467,26.333708,21.941929,20.002478,16.197752,12.875255,9.6735493,7.9141471,5.5472618,4.4385622,2.6881987,2.1745453,1.1509075,0.88006558,0.15732384,0,0,0,0
416,31.258931,26.592722,22.157747,20.19922,16.35707,13.001895,9.7686969,7.9919895,5.6018238,4.4822192,2.7146394,2.1959339,1.1622277,0.88872178,0.15887125,0,0,0,0
417,31.563395,26.851737,22.373565,20.395961,16.516389,13.128534,9.8638446,8.0698319,5.6563859,4.5258763,2.7410802,2.2173224,1.1735478,0.89737798,0.16041867,0,0,0,0
418,31.867858,27.110751,22.589382,20.592703,16.675708,13.255173,9.9589922,8.1476743,5.7109479,4.5695333,2.7675209,2.2387109,1.184868,0.90603417,0.16196608,0,0,0,0
419,32.172322,27.369766,22.8052,20.789444,16.835026,13.381812,10.05414,8.2255167,5.76551,4.6131904,2.7939616,2.2600994,1.1961882,0.91469037,0.1635135,0,0,0,0
420,32.476785,27.62878,23.021017,20.986186,16.994345,13.508451,10.149287,8.3033591,5.8200721,4.6568474,2.8204024,2.2814879,1.2075083,0.92334657,0.16506091,0,0,0,0
421,32.781249,27.887795,23.236835,21.182927,17.153664,13.63509,10.244435,8.3812015,5.8746341,4.7005045,2.8468431,2.3028764,1.2188285,0.93200277,0.16660832,0,0,0,0
422,33.085713,28.146809,23.452653,21.379668,17.312983,13.761729,10.339583,8.4590439,5.9291962,4.7441615,2.8732838,2.3242649,1.2301486,0.94065896,0.16815574,0,0,0,0
423,33.390176,28.405824,23.66847,21.57641,17.472301,13.888369,10.43473,8.5368863,5.9837582,4.7878186,2.8997245,2.3456534,1.2414688,0.94931516,0.16970315,0,0,0,0
424,33.69464,28.664838,23.884288,21.773151,17.63162,14.015008,10.529878,8.6147287,6.0383203,4.8314756,2.9261653,2.3670419,1.2527889,0.95797136,0.17125057,0,0,0,0
425,33.999104,28.923853,24.100105,21.969893,17.790939,14.141647,10.625026,8.6925711,6.0928823,4.8751327,2.952606,2.3884305,1.2641091,0.96662755,0.17279798,0,0,0,0
426,34.303567,29.182867,24.315923,22.166634,17.950258,14.268286,10.720173,8.7704135,6.1474444,4.9187898,2.9790467,2.409819,1.2754293,0.97528375,0.1743454,0,0,0,0
427,34.608031,29.441882,24.531741,22.363376,18.109576,14.394925,10.815321,8.8482559,6.2020065,4.9624468,3.0054875,2.4312075,1.2867494,0.98393995,0.17589281,0,0,0,0
428,34.912495,29.700896,24.747558,22.560117,18.268895,14.521564,10.910468,8.9260983,6.2565685,5.0061039,3.0319282,2.452596,1.2980696,0.99259614,0.17744023,0,0,0,0
429,35.216958,29.959911,24.963376,22.756859,18.428214,14.648203,11.005616,9.0039407,6.3111306,5.0497609,3.0583689,2.4739845,1.3093897,1.0012523,0.17898764,0,0,0,0
430,35.521422,30.218925,25.179194,22.9536,18.587532,14.774842,11.100764,9.0817831,6.3656926,5.093418,3.0848097,2.495373,1.3207099,1.0099085,0.18053505,0,0,0,0
431,35.825885,30.47794,25.395011,23.150342,18.746851,14.901482,11.195911,9.1596255,6.4202547,5.137075,3.1112504,2.5167615,1.3320301,1.0185647,0.18208247,0,0,0,0
