Time (ms),Stress at 0.00 mm (kPa),Stress at 0.27 mm (kPa),Stress at 0.46 mm (kPa),Stress at NaN mm (kPa),Stress at 0.80 mm (kPa),Stress at 1.06 mm (kPa),Stress at NaN mm (kPa),Stress at 1.44 mm (kPa),Stress at 1.66 mm (kPa),Stress at 1.84 mm (kPa),Stress at 2.03 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.46 mm (kPa),Stress at 2.66 mm (kPa),Stress at 2.85 mm (kPa)
162,21.271268,18.853286,18.163814,,12.722795,11.538341,,5.4321491,7.5763807,4.5464411,3.1041733,1.5749184,1.9324121,1.2853208,0.79132469
163,21.636594,19.177083,18.47577,,12.941304,11.736507,,5.525444,7.7065018,4.6245243,3.1574862,1.6019669,1.9656005,1.3073957,0.80491536
164,22.001919,19.50088,18.787725,,13.159812,11.934673,,5.6187389,7.836623,4.7026076,3.2107991,1.6290155,1.9987888,1.3294705,0.81850603
165,22.367244,19.824677,19.099681,,13.378321,12.13284,,5.7120338,7.9667441,4.7806908,3.2641119,1.6560641,2.0319772,1.3515454,0.8320967
166,22.732569,20.148475,19.411637,,13.59683,12.331006,,5.8053286,8.0968653,4.858774,3.3174248,1.6831126,2.0651656,1.3736202,0.84568737
167,23.097894,20.472272,19.723593,,13.815338,12.529172,,5.8986235,8.2269864,4.9368572,3.3707377,1.7101612,2.0983539,1.3956951,0.85927804
168,23.463219,20.796069,20.035549,,14.033847,12.727338,,5.9919184,8.3571076,5.0149404,3.4240505,1.7372097,2.1315423,1.4177699,0.87286871
169,23.828544,21.119866,20.347505,,14.252355,12.925504,,6.0852133,8.4872287,5.0930236,3.4773634,1.7642583,2.1647307,1.4398447,0.88645938
170,24.193869,21.443664,20.659461,,14.470864,13.12367,,6.1785082,8.6173499,5.1711068,3.5306763,1.7913069,2.197919,1.4619196,0.90005005
171,24.559194,21.767461,20.971416,,14.689373,13.321837,,6.271803,8.747471,5.2491901,3.5839892,1.8183554,2.2311074,1.4839944,0.91364071
172,24.924519,22.091258,21.283372,,14.907881,13.520003,,6.3650979,8.8775922,5.3272733,3.637302,1.845404,2.2642958,1.5060693,0.92723138
173,25.289845,22.415055,21.595328,,15.12639,13.718169,,6.4583928,9.0077134,5.4053565,3.6906149,1.8724526,2.2974841,1.5281441,0.94082205
174,25.65517,22.738853,21.907284,,15.344899,13.916335,,6.5516877,9.1378345,5.4834397,3.7439278,1.8995011,2.3306725,1.550219,0.95441272
175,26.020495,23.06265,22.21924,,15.563407,14.114501,,6.6449825,9.2679557,5.5615229,3.7972406,1.9265497,2.3638609,1.5722938,0.96800339
176,26.38582,23.386447,22.531196,,15.781916,14.312667,,6.7382774,9.3980768,5.6396061,3.8505535,1.9535982,2.3970492,1.5943687,0.98159406
177,26.751145,23.710244,22.843152,,16.000425,14.510833,,6.8315723,9.528198,5.7176893,3.9038664,1.9806468,2.4302376,1.6164435,0.99518473
178,27.11647,24.034042,23.155108,,16.218933,14.709,,6.9248672,9.6583191,5.7957726,3.9571793,2.0076954,2.463426,1.6385184,1.0087754
179,27.481795,24.357839,23.467063,,16.437442,14.907166,,7.0181621,9.7884403,5.8738558,4.0104921,2.0347439,2.4966143,1.6605932,1.0223661
180,27.84712,24.681636,23.779019,,16.655951,15.105332,,7.1114569,9.9185614,5.951939,4.063805,2.0617925,2.5298027,1.682668,1.0359567
181,28.212445,25.005433,24.090975,,16.874459,15.303498,,7.2047518,10.048683,6.0300222,4.1171179,2.088841,2.5629911,1.7047429,1.0495474
182,28.57777,25.329231,24.402931,,17.092968,15.501664,,7.2980467,10.178804,6.1081054,4.1704307,2.1158896,2.5961794,1.7268177,1.0631381
183,28.943095,25.653028,24.714887,,17.311477,15.69983,,7.3913416,10.308925,6.1861886,4.2237436,2.1429382,2.6293678,1.7488926,1.0767287
184,29.308421,25.976825,25.026843,,17.529985,15.897997,,7.4846364,10.439046,6.2642719,4.2770565,2.1699867,2.6625562,1.7709674,1.0903194
185,29.673746,26.300622,25.338799,,17.748494,16.096163,,7.5779313,10.569167,6.3423551,4.3303694,2.1970353,2.6957445,1.7930423,1.1039101
186,30.039071,26.62442,25.650754,,17.967003,16.294329,,7.6712262,10.699288,6.4204383,4.3836822,2.2240838,2.7289329,1.8151171,1.1175007
187,30.404396,26.948217,25.96271,,18.185511,16.492495,,7.7645211,10.829409,6.4985215,4.4369951,2.2511324,2.7621213,1.837192,1.1310914
188,30.769721,27.272014,26.274666,,18.40402,16.690661,,7.857816,10.959531,6.5766047,4.490308,2.278181,2.7953096,1.8592668,1.1446821
189,31.135046,27.595811,26.586622,,18.622529,16.888827,,7.9511108,11.089652,6.6546879,4.5436208,2.3052295,2.828498,1.8813416,1.1582728
190,31.500371,27.919609,26.898578,,18.841037,17.086994,,8.0444057,11.219773,6.7327711,4.5969337,2.3322781,2.8616864,1.9034165,1.1718634
191,31.865696,28.243406,27.210534,,19.059546,17.28516,,8.1377006,11.349894,6.8108544,4.6502466,2.3593267,2.8948747,1.9254913,1.1854541
192,32.231021,28.567203,27.52249,,19.278055,17.483326,,8.2309955,11.480015,6.8889376,4.7035595,2.3863752,2.9280631,1.9475662,1.1990448
193,32.596346,28.891001,27.834445,,19.496563,17.681492,,8.3242904,11.610136,6.9670208,4.7568723,2.4134238,2.9612515,1.969641,1.2126354
194,32.961672,29.214798,28.146401,,19.715072,17.879658,,8.4175852,11.740258,7.045104,4.8101852,2.4404723,2.9944398,1.9917159,1.2262261
195,33.326997,29.538595,28.458357,,19.93358,18.077824,,8.5108801,11.870379,7.1231872,4.8634981,2.4675209,3.0276282,2.0137907,1.2398168
196,33.692322,29.862392,28.770313,,20.152089,18.27599,,8.604175,12.0005,7.2012704,4.916811,2.4945695,3.0608166,2.0358656,1.2534074
197,34.057647,30.18619,29.082269,,20.370598,18.474157,,8.6974699,12.130621,7.2793536,4.9701238,2.521618,3.0940049,2.0579404,1.2669981
198,34.422972,30.509987,29.394225,,20.589106,18.672323,,8.7907647,12.260742,7.3574369,5.0234367,2.5486666,3.1271933,2.0800153,1.2805888
199,34.788297,30.833784,29.706181,,20.807615,18.870489,,8.8840596,12.390863,7.4355201,5.0767496,2.5757151,3.1603817,2.1020901,1.2941794
200,35.153622,31.157581,30.018137,,21.026124,19.068655,,8.9773545,12.520984,7.5136033,5.1300624,2.6027637,3.19357,2.1241649,1.3077701
201,35.518947,31.481379,30.330092,,21.244632,19.266821,,9.0706494,12.651106,7.5916865,5.1833753,2.6298123,3.2267584,2.1462398,1.3213608
202,35.884272,31.805176,30.642048,,21.463141,19.464987,,9.1639443,12.781227,7.6697697,5.2366882,2.6568608,3.2599467,2.1683146,1.3349515
203,36.249597,32.128973,30.954004,,21.68165,19.663154,,9.2572391,12.911348,7.7478529,5.2900011,2.6839094,3.2931351,2.1903895,1.3485421
204,36.614922,32.45277,31.26596,,21.900158,19.86132,,9.350534,13.041469,7.8259362,5.3433139,2.7109579,3.3263235,2.2124643,1.3621328
205,36.980248,32.776568,31.577916,,22.118667,20.059486,,9.4438289,13.17159,7.9040194,5.3966268,2.7380065,3.3595118,2.2345392,1.3757235
206,37.345573,33.100365,31.889872,,22.337176,20.257652,,9.5371238,13.301711,7.9821026,5.4499397,2.7650551,3.3927002,2.256614,1.3893141
207,37.710898,33.424162,32.201828,,22.555684,20.455818,,9.6304186,13.431833,8.0601858,5.5032525,2.7921036,3.4258886,2.2786889,1.4029048
208,38.076223,33.747959,32.513783,,22.774193,20.653984,,9.7237135,13.561954,8.138269,5.5565654,2.8191522,3.4590769,2.3007637,1.4164955
209,38.441548,34.071757,32.825739,,22.992702,20.852151,,9.8170084,13.692075,8.2163522,5.6098783,2.8462008,3.4922653,2.3228385,1.4300861
210,38.806873,34.395554,33.137695,,23.21121,21.050317,,9.9103033,13.822196,8.2944354,5.6631912,2.8732493,3.5254537,2.3449134,1.4436768
211,39.172198,34.719351,33.449651,,23.429719,21.248483,,10.003598,13.952317,8.3725187,5.716504,2.9002979,3.558642,2.3669882,1.4572675
212,39.537523,35.043148,33.761607,,23.648228,21.446649,,10.096893,14.082438,8.4506019,5.7698169,2.9273464,3.5918304,2.3890631,1.4708581
213,39.902848,35.366946,34.073563,,23.866736,21.644815,,10.190188,14.212559,8.5286851,5.8231298,2.954395,3.6250188,2.4111379,1.4844488
214,40.268173,35.690743,34.385519,,24.085245,21.842981,,10.283483,14.342681,8.6067683,5.8764426,2.9814436,3.6582071,2.4332128,1.4980395
215,40.633498,36.01454,34.697474,,24.303754,22.041147,,10.376778,14.472802,8.6848515,5.9297555,3.0084921,3.6913955,2.4552876,1.5116301
216,40.998824,36.338337,35.00943,,24.522262,22.239314,,10.470073,14.602923,8.7629347,5.9830684,3.0355407,3.7245839,2.4773625,1.5252208
217,41.364149,36.662135,35.321386,,24.740771,22.43748,,10.563367,14.733044,8.8410179,6.0363813,3.0625892,3.7577722,2.4994373,1.5388115
218,41.729474,36.985932,35.633342,,24.95928,22.635646,,10.656662,14.863165,8.9191012,6.0896941,3.0896378,3.7909606,2.5215122,1.5524022
219,42.094799,37.309729,35.945298,,25.177788,22.833812,,10.749957,14.993286,8.9971844,6.143007,3.1166864,3.824149,2.543587,1.5659928
220,42.460124,37.633526,36.257254,,25.396297,23.031978,,10.843252,15.123408,9.0752676,6.1963199,3.1437349,3.8573373,2.5656618,1.5795835
221,42.825449,37.957324,36.56921,,25.614805,23.230144,,10.936547,15.253529,9.1533508,6.2496327,3.1707835,3.8905257,2.5877367,1.5931742
222,43.190774,38.281121,36.881166,,25.833314,23.428311,,11.029842,15.38365,9.231434,6.3029456,3.197832,3.9237141,2.6098115,1.6067648
223,43.556099,38.604918,37.193121,,26.051823,23.626477,,11.123137,15.513771,9.3095172,6.3562585,3.2248806,3.9569024,2.6318864,1.6203555
224,43.921424,38.928715,37.505077,,26.270331,23.824643,,11.216432,15.643892,9.3876005,6.4095714,3.2519292,3.9900908,2.6539612,1.6339462
225,44.286749,39.252513,37.817033,,26.48884,24.022809,,11.309726,15.774013,9.4656837,6.4628842,3.2789777,4.0232792,2.6760361,1.6475368
226,44.652075,39.57631,38.128989,,26.707349,24.220975,,11.403021,15.904134,9.5437669,6.5161971,3.3060263,4.0564675,2.6981109,1.6611275
227,45.0174,39.900107,38.440945,,26.925857,24.419141,,11.496316,16.034256,9.6218501,6.56951,3.3330749,4.0896559,2.7201858,1.6747182
228,45.382725,40.223904,38.752901,,27.144366,24.617308,,11.589611,16.164377,9.6999333,6.6228228,3.3601234,4.1228443,2.7422606,1.6883088
229,45.74805,40.547702,39.064857,,27.362875,24.815474,,11.682906,16.294498,9.7780165,6.6761357,3.387172,4.1560326,2.7643354,1.7018995
230,46.113375,40.871499,39.376812,,27.581383,25.01364,,11.776201,16.424619,9.8560997,6.7294486,3.4142205,4.189221,2.7864103,1.7154902
231,46.4787,41.195296,39.688768,,27.799892,25.211806,,11.869496,16.55474,9.934183,6.7827615,3.4412691,4.2224094,2.8084851,1.7290809
232,46.844025,41.519093,40.000724,,28.018401,25.409972,,11.962791,16.684861,10.012266,6.8360743,3.4683177,4.2555977,2.83056,1.7426715
233,47.20935,41.842891,40.31268,,28.236909,25.608138,,12.056085,16.814983,10.090349,6.8893872,3.4953662,4.2887861,2.8526348,1.7562622
234,47.574675,42.166688,40.624636,,28.455418,25.806304,,12.14938,16.945104,10.168433,6.9427001,3.5224148,4.3219745,2.8747097,1.7698529
235,47.94,42.490485,40.936592,,28.673927,26.004471,,12.242675,17.075225,10.246516,6.9960129,3.5494633,4.3551628,2.8967845,1.7834435
236,48.305325,42.814282,41.248548,,28.892435,26.202637,,12.33597,17.205346,10.324599,7.0493258,3.5765119,4.3883512,2.9188594,1.7970342
237,48.670651,43.13808,41.560504,,29.110944,26.400803,,12.429265,17.335467,10.402682,7.1026387,3.6035605,4.4215396,2.9409342,1.8106249
238,49.035976,43.461877,41.872459,,29.329453,26.598969,,12.52256,17.465588,10.480765,7.1559516,3.630609,4.4547279,2.9630091,1.8242155
239,49.401301,43.785674,42.184415,,29.547961,26.797135,,12.615855,17.595709,10.558849,7.2092644,3.6576576,4.4879163,2.9850839,1.8378062
240,49.766626,44.109471,42.496371,,29.76647,26.995301,,12.70915,17.725831,10.636932,7.2625773,3.6847061,4.5211046,3.0071587,1.8513969
241,50.131951,44.433269,42.808327,,29.984979,27.193468,,12.802444,17.855952,10.715015,7.3158902,3.7117547,4.554293,3.0292336,1.8649875
242,50.497276,44.757066,43.120283,,30.203487,27.391634,,12.895739,17.986073,10.793098,7.3692031,3.7388033,4.5874814,3.0513084,1.8785782
243,50.862601,45.080863,43.432239,,30.421996,27.5898,,12.989034,18.116194,10.871182,7.4225159,3.7658518,4.6206697,3.0733833,1.8921689
244,51.227926,45.40466,43.744195,,30.640505,27.787966,,13.082329,18.246315,10.949265,7.4758288,3.7929004,4.6538581,3.0954581,1.9057595
245,51.593251,45.728458,44.05615,,30.859013,27.986132,,13.175624,18.376436,11.027348,7.5291417,3.819949,4.6870465,3.117533,1.9193502
246,51.958576,46.052255,44.368106,,31.077522,28.184298,,13.268919,18.506558,11.105431,7.5824545,3.8469975,4.7202348,3.1396078,1.9329409
247,52.323901,46.376052,44.680062,,31.29603,28.382465,,13.362214,18.636679,11.183514,7.6357674,3.8740461,4.7534232,3.1616827,1.9465316
248,52.689227,46.69985,44.992018,,31.514539,28.580631,,13.455509,18.7668,11.261598,7.6890803,3.9010946,4.7866116,3.1837575,1.9601222
249,53.054552,47.023647,45.303974,,31.733048,28.778797,,13.548804,18.896921,11.339681,7.7423932,3.9281432,4.8197999,3.2058323,1.9737129
250,53.419877,47.347444,45.61593,,31.951556,28.976963,,13.642098,19.027042,11.417764,7.795706,3.9551918,4.8529883,3.2279072,1.9873036
251,53.983158,47.846695,46.096923,,32.288467,29.282508,,13.785946,19.227671,11.538158,7.8779072,3.9968969,4.9041602,3.2619436,2.0082585
252,54.546439,48.345946,46.577916,,32.625377,29.588053,,13.929794,19.4283,11.658551,7.9601083,4.0386021,4.9553321,3.29598,2.0292135
253,55.10972,48.845197,47.058909,,32.962288,29.893598,,14.073642,19.628929,11.778945,8.0423094,4.0803073,5.006504,3.3300163,2.0501684
254,55.673002,49.344448,47.539902,,33.299198,30.199143,,14.21749,19.829558,11.899338,8.1245106,4.1220124,5.0576759,3.3640527,2.0711234
255,56.236283,49.843699,48.020896,,33.636108,30.504688,,14.361338,20.030187,12.019732,8.2067117,4.1637176,5.1088479,3.3980891,2.0920783
256,56.799564,50.34295,48.501889,,33.973019,30.810233,,14.505186,20.230816,12.140126,8.2889128,4.2054228,5.1600198,3.4321255,2.1130332
257,57.362845,50.842201,48.982882,,34.309929,31.115778,,14.649034,20.431445,12.260519,8.371114,4.247128,5.2111917,3.4661619,2.1339882
258,57.926126,51.341452,49.463875,,34.64684,31.421323,,14.792882,20.632074,12.380913,8.4533151,4.2888331,5.2623636,3.5001983,2.1549431
259,58.489408,51.840703,49.944868,,34.98375,31.726868,,14.93673,20.832703,12.501307,8.5355163,4.3305383,5.3135355,3.5342346,2.1758981
260,59.052689,52.339954,50.425861,,35.32066,32.032413,,15.080577,21.033332,12.6217,8.6177174,4.3722435,5.3647074,3.568271,2.196853
261,59.61597,52.839205,50.906855,,35.657571,32.337958,,15.224425,21.233961,12.742094,8.6999185,4.4139487,5.4158793,3.6023074,2.217808
262,60.179251,53.338456,51.387848,,35.994481,32.643504,,15.368273,21.43459,12.862487,8.7821197,4.4556538,5.4670512,3.6363438,2.2387629
263,60.742532,53.837707,51.868841,,36.331391,32.949049,,15.512121,21.635219,12.982881,8.8643208,4.497359,5.5182231,3.6703802,2.2597179
264,61.305814,54.336958,52.349834,,36.668302,33.254594,,15.655969,21.835848,13.103275,8.946522,4.5390642,5.569395,3.7044166,2.2806728
265,61.869095,54.836209,52.830827,,37.005212,33.560139,,15.799817,22.036477,13.223668,9.0287231,4.5807693,5.6205669,3.738453,2.3016278
266,62.432376,55.335459,53.31182,,37.342123,33.865684,,15.943665,22.237106,13.344062,9.1109242,4.6224745,5.6717389,3.7724893,2.3225827
267,62.995657,55.83471,53.792814,,37.679033,34.171229,,16.087513,22.437735,13.464455,9.1931254,4.6641797,5.7229108,3.8065257,2.3435377
268,63.558938,56.333961,54.273807,,38.015943,34.476774,,16.231361,22.638364,13.584849,9.2753265,4.7058849,5.7740827,3.8405621,2.3644926
269,64.12222,56.833212,54.7548,,38.352854,34.782319,,16.375209,22.838993,13.705243,9.3575276,4.74759,5.8252546,3.8745985,2.3854476
270,64.685501,57.332463,55.235793,,38.689764,35.087864,,16.519057,23.039622,13.825636,9.4397288,4.7892952,5.8764265,3.9086349,2.4064025
271,65.248782,57.831714,55.716786,,39.026674,35.393409,,16.662904,23.240251,13.94603,9.5219299,4.8310004,5.9275984,3.9426713,2.4273575
272,65.812063,58.330965,56.197779,,39.363585,35.698954,,16.806752,23.44088,14.066423,9.6041311,4.8727055,5.9787703,3.9767076,2.4483124
273,66.375344,58.830216,56.678773,,39.700495,36.004499,,16.9506,23.641509,14.186817,9.6863322,4.9144107,6.0299422,4.010744,2.4692674
274,66.938626,59.329467,57.159766,,40.037406,36.310044,,17.094448,23.842138,14.307211,9.7685333,4.9561159,6.0811141,4.0447804,2.4902223
275,67.501907,59.828718,57.640759,,40.374316,36.615589,,17.238296,24.042767,14.427604,9.8507345,4.9978211,6.132286,4.0788168,2.5111773
276,68.065188,60.327969,58.121752,,40.711226,36.921134,,17.382144,24.243395,14.547998,9.9329356,5.0395262,6.1834579,4.1128532,2.5321322
277,68.628469,60.82722,58.602745,,41.048137,37.226679,,17.525992,24.444024,14.668392,10.015137,5.0812314,6.2346299,4.1468896,2.5530872
278,69.19175,61.326471,59.083738,,41.385047,37.532224,,17.66984,24.644653,14.788785,10.097338,5.1229366,6.2858018,4.1809259,2.5740421
279,69.755032,61.825722,59.564732,,41.721958,37.837769,,17.813688,24.845282,14.909179,10.179539,5.1646418,6.3369737,4.2149623,2.5949971
280,70.318313,62.324973,60.045725,,42.058868,38.143314,,17.957536,25.045911,15.029572,10.26174,5.2063469,6.3881456,4.2489987,2.615952
281,70.881594,62.824224,60.526718,,42.395778,38.448859,,18.101384,25.24654,15.149966,10.343941,5.2480521,6.4393175,4.2830351,2.6369069
282,71.444875,63.323475,61.007711,,42.732689,38.754404,,18.245231,25.447169,15.27036,10.426142,5.2897573,6.4904894,4.3170715,2.6578619
283,72.008156,63.822726,61.488704,,43.069599,39.059949,,18.389079,25.647798,15.390753,10.508344,5.3314624,6.5416613,4.3511079,2.6788168
284,72.571438,64.321977,61.969697,,43.406509,39.365494,,18.532927,25.848427,15.511147,10.590545,5.3731676,6.5928332,4.3851442,2.6997718
285,73.134719,64.821228,62.450691,,43.74342,39.671039,,18.676775,26.049056,15.63154,10.672746,5.4148728,6.6440051,4.4191806,2.7207267
286,73.698,65.320479,62.931684,,44.08033,39.976585,,18.820623,26.249685,15.751934,10.754947,5.456578,6.695177,4.453217,2.7416817
287,74.261281,65.81973,63.412677,,44.417241,40.28213,,18.964471,26.450314,15.872328,10.837148,5.4982831,6.7463489,4.4872534,2.7626366
288,74.824562,66.318981,63.89367,,44.754151,40.587675,,19.108319,26.650943,15.992721,10.919349,5.5399883,6.7975209,4.5212898,2.7835916
289,75.387844,66.818232,64.374663,,45.091061,40.89322,,19.252167,26.851572,16.113115,11.00155,5.5816935,6.8486928,4.5553262,2.8045465
290,75.951125,67.317483,64.855656,,45.427972,41.198765,,19.396015,27.052201,16.233508,11.083752,5.6233986,6.8998647,4.5893626,2.8255015
291,76.514406,67.816734,65.33665,,45.764882,41.50431,,19.539863,27.25283,16.353902,11.165953,5.6651038,6.9510366,4.6233989,2.8464564
292,77.077687,68.315985,65.817643,,46.101792,41.809855,,19.683711,27.453459,16.474296,11.248154,5.706809,7.0022085,4.6574353,2.8674114
293,77.640968,68.815236,66.298636,,46.438703,42.1154,,19.827558,27.654088,16.594689,11.330355,5.7485142,7.0533804,4.6914717,2.8883663
294,78.20425,69.314487,66.779629,,46.775613,42.420945,,19.971406,27.854717,16.715083,11.412556,5.7902193,7.1045523,4.7255081,2.9093213
295,78.767531,69.813737,67.260622,,47.112524,42.72649,,20.115254,28.055346,16.835477,11.494757,5.8319245,7.1557242,4.7595445,2.9302762
296,79.330812,70.312988,67.741615,,47.449434,43.032035,,20.259102,28.255975,16.95587,11.576958,5.8736297,7.2068961,4.7935809,2.9512312
297,79.894093,70.812239,68.222609,,47.786344,43.33758,,20.40295,28.456604,17.076264,11.659159,5.9153349,7.258068,4.8276172,2.9721861
298,80.457374,71.31149,68.703602,,48.123255,43.643125,,20.546798,28.657233,17.196657,11.741361,5.95704,7.3092399,4.8616536,2.9931411
299,81.020656,71.810741,69.184595,,48.460165,43.94867,,20.690646,28.857862,17.317051,11.823562,5.9987452,7.3604119,4.89569,3.014096
300,81.583937,72.309992,69.665588,,48.797076,44.254215,,20.834494,29.058491,17.437445,11.905763,6.0404504,7.4115838,4.9297264,3.035051
301,82.147218,72.809243,70.146581,,49.133986,44.55976,,20.978342,29.25912,17.557838,11.987964,6.0821555,7.4627557,4.9637628,3.0560059
302,82.710499,73.308494,70.627574,,49.470896,44.865305,,21.12219,29.459749,17.678232,12.070165,6.1238607,7.5139276,4.9977992,3.0769609
303,83.27378,73.807745,71.108568,,49.807807,45.17085,,21.266038,29.660378,17.798625,12.152366,6.1655659,7.5650995,5.0318355,3.0979158
304,83.837062,74.306996,71.589561,,50.144717,45.476395,,21.409885,29.861007,17.919019,12.234567,6.2072711,7.6162714,5.0658719,3.1188707
305,84.400343,74.806247,72.070554,,50.481627,45.78194,,21.553733,30.061636,18.039413,12.316769,6.2489762,7.6674433,5.0999083,3.1398257
306,84.963624,75.305498,72.551547,,50.818538,46.087485,,21.697581,30.262265,18.159806,12.39897,6.2906814,7.7186152,5.1339447,3.1607806
307,85.526905,75.804749,73.03254,,51.155448,46.39303,,21.841429,30.462894,18.2802,12.481171,6.3323866,7.7697871,5.1679811,3.1817356
308,86.090186,76.304,73.513533,,51.492359,46.698575,,21.985277,30.663523,18.400593,12.563372,6.3740917,7.820959,5.2020175,3.2026905
309,86.653468,76.803251,73.994527,,51.829269,47.004121,,22.129125,30.864152,18.520987,12.645573,6.4157969,7.8721309,5.2360538,3.2236455
310,87.216749,77.302502,74.47552,,52.166179,47.309666,,22.272973,31.064781,18.641381,12.727774,6.4575021,7.9233029,5.2700902,3.2446004
311,87.78003,77.801753,74.956513,,52.50309,47.615211,,22.416821,31.26541,18.761774,12.809975,6.4992073,7.9744748,5.3041266,3.2655554
312,88.343311,78.301004,75.437506,,52.84,47.920756,,22.560669,31.466039,18.882168,12.892177,6.5409124,8.0256467,5.338163,3.2865103
313,88.906592,78.800255,75.918499,,53.17691,48.226301,,22.704517,31.666668,19.002561,12.974378,6.5826176,8.0768186,5.3721994,3.3074653
314,89.469874,79.299506,76.399492,,53.513821,48.531846,,22.848365,31.867297,19.122955,13.056579,6.6243228,8.1279905,5.4062358,3.3284202
315,90.033155,79.798757,76.880486,,53.850731,48.837391,,22.992212,32.067926,19.243349,13.13878,6.666028,8.1791624,5.4402722,3.3493752
316,90.596436,80.298008,77.361479,,54.187642,49.142936,,23.13606,32.268554,19.363742,13.220981,6.7077331,8.2303343,5.4743085,3.3703301
317,91.159717,80.797259,77.842472,,54.524552,49.448481,,23.279908,32.469183,19.484136,13.303182,6.7494383,8.2815062,5.5083449,3.3912851
